COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,LEAVE
1,41556,199,0,732135,133,11,13,50,1,1,1
1,40489,199,0,732135,133,11,13,50,1,1,1
1,89972,47,0,549081,355,4,14,100,1,1,0
1,87663,47,0,549081,355,4,14,100,1,1,0
0,94993,0,42,688511,332,0,2,100,1,0,0
0,92554,0,42,688511,332,0,2,100,1,0,0
0,27587,0,9,211168,147,1,4,50,4,3,1
0,26878,0,9,211168,147,1,4,50,4,3,1
0,103580,61,0,436908,599,5,14,100,3,3,0
0,100921,61,0,436908,599,5,14,100,3,3,0
1,102899,0,14,265128,608,0,6,50,1,0,1
1,100258,0,14,265128,608,0,6,50,1,0,1
1,22113,155,9,782369,140,15,6,0,1,0,1
1,21546,155,9,782369,140,15,6,0,1,0,1
1,89113,141,86,274488,379,25,1,25,0,0,1
1,86826,141,86,274488,379,25,1,25,0,0,1
1,29172,57,8,613281,235,4,5,0,1,1,1
1,28423,57,8,613281,235,4,5,0,1,1,1
0,126918,175,11,437939,831,0,4,100,4,1,0
0,123661,175,11,437939,831,0,4,100,4,1,0
1,134010,0,0,155014,631,1,15,100,0,2,1
1,130571,0,0,155014,631,1,15,100,0,2,1
1,46928,0,10,406102,138,1,4,0,0,1,0
1,45723,0,10,406102,138,1,4,0,0,1,0
0,51377,94,17,262264,349,5,4,0,4,0,1
0,50058,94,17,262264,349,5,4,0,4,0,1
0,94640,152,0,499473,397,13,15,0,0,0,1
0,92211,152,0,499473,397,13,15,0,0,0,1
1,27642,245,15,589654,150,22,1,0,3,1,0
1,26933,245,15,589654,150,22,1,0,3,1,0
0,128608,0,20,592059,570,1,4,25,1,3,1
0,125307,0,20,592059,570,1,4,25,1,3,1
1,44692,0,23,314892,171,0,6,100,4,0,0
1,43545,0,23,314892,171,0,6,100,4,0,0
1,27911,64,67,349773,232,5,1,0,0,1,0
1,27194,64,67,349773,232,5,1,0,0,1,0
1,83282,0,49,929578,256,1,1,0,4,0,0
1,81145,0,49,929578,256,1,1,0,4,0,0
1,57232,238,89,191042,312,4,10,75,1,1,1
1,55763,238,89,191042,312,4,10,75,1,1,1
0,71204,0,0,993025,281,1,11,75,1,3,0
0,69377,0,0,993025,281,1,11,75,1,3,0
0,22001,241,20,706949,162,26,4,0,3,3,1
0,21436,241,20,706949,162,26,4,0,3,3,1
1,48451,0,76,431121,167,0,2,100,1,4,0
1,47208,0,76,431121,167,0,2,100,1,4,0
0,47397,57,7,262784,196,5,4,100,4,1,1
0,46180,57,7,262784,196,5,4,100,4,1,1
1,99456,0,28,224305,310,1,1,0,4,0,0
1,96903,0,28,224305,310,1,1,0,4,0,0
0,115139,0,0,294730,593,1,9,100,2,0,0
0,112184,0,0,294730,593,1,9,100,2,0,0
0,22692,0,57,291839,147,1,1,50,1,3,1
0,22109,0,57,291839,147,1,1,50,1,3,1
0,56583,63,8,678664,279,3,6,0,1,3,1
0,55130,63,8,678664,279,3,6,0,1,3,1
1,129304,69,50,741989,365,4,2,50,0,0,0
1,125985,69,50,741989,365,4,2,50,0,0,0
1,92159,48,0,922324,343,18,10,0,4,1,1
1,89794,48,0,922324,343,18,10,0,4,1,1
0,84146,65,0,374230,387,5,13,0,4,2,0
0,81987,65,0,374230,387,5,13,0,4,2,0
1,52120,0,8,229559,330,1,4,0,4,3,1
1,50783,0,8,229559,330,1,4,0,4,3,1
1,101449,56,58,700949,484,5,1,0,4,0,1
1,98846,56,58,700949,484,5,1,0,4,0,1
1,111635,16,0,183032,632,5,15,0,2,0,0
1,108770,16,0,183032,632,5,15,0,2,0,0
1,90464,200,0,856289,703,23,6,50,4,1,1
1,88143,200,0,856289,703,23,6,50,4,1,1
0,58647,213,74,402524,325,14,1,0,1,3,0
0,57142,213,74,402524,325,14,1,0,1,3,0
0,142331,31,16,542347,690,3,5,100,4,1,0
0,138678,31,16,542347,690,3,5,100,4,1,0
0,41222,0,0,587495,170,0,13,100,0,3,1
0,40163,0,0,587495,170,0,13,100,0,3,1
1,47481,67,10,938947,213,3,5,100,3,1,1
1,46262,67,10,938947,213,3,5,100,3,1,1
1,65074,74,19,621366,246,3,6,100,4,0,0
1,63403,74,19,621366,246,3,6,100,4,0,0
1,144906,227,9,782990,518,4,5,50,1,0,1
1,141187,227,9,782990,518,4,5,50,1,0,1
0,64803,49,65,214556,297,4,1,100,4,3,0
0,63140,49,65,214556,297,4,1,100,4,3,0
0,84869,190,0,855056,360,15,13,0,1,3,1
0,82690,190,0,855056,360,15,13,0,1,3,1
1,124658,162,17,309201,813,27,5,50,1,1,0
1,121459,162,17,309201,813,27,5,50,1,1,0
0,145895,38,0,155620,864,3,8,0,3,1,1
0,142150,38,0,155620,864,3,8,0,3,1,1
1,37916,219,78,370533,239,20,2,25,1,1,1
1,36943,219,78,370533,239,20,2,25,1,1,1
0,99540,165,0,918083,332,27,15,100,2,0,1
0,96985,165,0,918083,332,27,15,100,2,0,1
0,93549,0,69,689519,395,11,2,0,1,1,0
0,91148,0,69,689519,395,11,2,0,1,1,0
0,113638,66,73,181566,819,28,1,0,4,0,0
0,110721,66,73,181566,819,28,1,0,4,0,0
0,160691,0,15,188889,516,1,4,100,3,4,1
0,156566,0,15,188889,516,1,4,100,3,4,1
0,48145,0,18,158645,175,0,4,25,3,1,1
0,46910,0,18,158645,175,0,4,25,3,1,1
1,111951,216,37,811576,852,13,2,50,4,1,0
1,109078,216,37,811576,852,13,2,50,4,1,0
0,58871,211,0,420569,294,25,11,25,1,0,0
0,57360,211,0,420569,294,25,11,25,1,0,0
0,123814,232,18,390574,714,1,2,0,0,1,0
0,120637,232,18,390574,714,1,2,0,0,1,0
0,39560,0,73,702648,161,0,1,50,1,4,1
0,38545,0,73,702648,161,0,1,50,1,4,1
0,96162,0,13,955441,135,0,5,50,3,3,1
0,93693,0,13,955441,135,0,5,50,3,3,1
0,41801,58,22,753051,193,4,6,0,3,4,1
0,40728,58,22,753051,193,4,6,0,3,4,1
1,146334,175,33,494529,753,0,12,100,1,0,0
1,142579,175,33,494529,753,0,12,100,1,0,0
1,150847,49,0,319853,426,3,9,75,3,0,0
1,146976,49,0,319853,426,3,9,75,3,0,0
1,86740,0,50,319274,299,0,1,100,1,1,1
1,84513,0,50,319274,299,0,1,100,1,1,1
0,27412,54,0,919216,222,5,15,100,4,4,1
0,26709,54,0,919216,222,5,15,100,4,4,1
1,25516,0,55,318357,705,20,2,75,3,3,0
1,24861,0,55,318357,705,20,2,75,3,3,0
1,28586,0,66,285197,145,1,1,0,1,1,0
1,27853,0,66,285197,145,1,1,0,1,1,0
1,37873,233,0,239369,244,19,8,25,1,3,0
1,36900,233,0,239369,244,19,8,25,1,3,0
0,33332,199,0,197721,135,18,9,100,3,0,0
0,32477,199,0,197721,135,18,9,100,3,0,0
1,85029,208,0,230493,320,28,5,25,0,3,1
1,82846,208,0,230493,320,28,5,25,0,3,1
1,96260,58,0,661802,308,5,12,25,1,1,0
1,93789,58,0,661802,308,5,12,25,1,1,0
1,111543,0,0,844197,862,0,11,25,1,0,1
1,108680,0,0,844197,862,0,11,25,1,0,1
0,110179,221,86,989030,723,27,1,100,1,1,0
0,107352,221,86,989030,723,27,1,100,1,1,0
1,20275,0,17,427327,207,1,5,25,2,3,0
1,19754,0,17,427327,207,1,5,25,2,3,0
0,58759,56,61,360000,729,5,1,25,3,3,0
0,57250,56,61,360000,729,5,1,25,3,3,0
0,32337,182,13,613460,217,24,6,0,4,0,1
0,31508,182,13,613460,217,24,6,0,4,0,1
0,77659,71,9,516802,383,5,5,0,0,3,0
0,75666,71,9,516802,383,5,5,0,0,3,0
0,45821,0,39,858315,178,21,1,100,3,3,1
0,44644,0,39,858315,178,21,1,100,3,3,1
0,153333,221,82,775221,553,24,1,100,1,0,0
0,149398,221,82,775221,553,24,1,100,1,0,0
0,36800,202,0,394293,183,17,13,100,0,3,0
0,35855,202,0,394293,183,17,13,100,0,3,0
1,31754,0,13,631284,202,1,6,100,4,0,1
1,30939,0,13,631284,202,1,6,100,4,0,1
0,77224,263,0,655732,260,25,8,25,4,4,1
0,75241,263,0,655732,260,25,8,25,4,4,1
1,79100,49,0,206274,368,4,13,50,1,0,1
1,77069,49,0,206274,368,4,13,50,1,0,1
0,39206,0,0,668269,167,0,10,100,4,3,1
0,38199,0,0,668269,167,0,10,100,4,3,1
0,102976,0,18,188998,787,1,6,100,1,0,1
0,100333,0,18,188998,787,1,6,100,1,0,1
0,152941,0,0,679511,715,1,1,25,4,3,0
0,149016,0,0,679511,715,1,1,25,4,3,0
0,47190,0,24,299354,181,0,2,25,1,0,1
0,45979,0,24,299354,181,0,2,25,1,0,1
0,40079,0,13,266458,154,1,5,50,0,1,1
0,39050,0,13,266458,154,1,5,50,0,1,1
1,147124,47,0,952468,680,3,15,100,3,3,1
1,143347,47,0,952468,680,3,15,100,3,3,1
0,97435,181,35,912917,396,15,1,25,1,0,1
0,94934,181,35,912917,396,15,1,25,1,0,1
0,49649,0,59,616894,188,1,1,25,1,0,1
0,48374,0,59,616894,188,1,1,25,1,0,1
1,44355,37,62,846004,149,3,1,50,4,0,1
1,43216,37,62,846004,149,3,1,50,4,0,1
1,154552,194,0,929031,794,20,5,0,1,0,0
1,150585,194,0,929031,794,20,5,0,1,0,0
0,106458,60,0,717333,819,4,11,25,1,3,0
0,103725,60,0,717333,819,4,11,25,1,3,0
1,56962,0,21,178377,345,13,6,100,1,0,1
1,55499,0,21,178377,345,13,6,100,1,0,1
1,161223,61,0,842491,663,3,2,50,4,0,1
1,157084,61,0,842491,663,3,2,50,4,0,1
1,47843,65,61,357224,203,1,1,0,4,3,0
1,46616,65,61,357224,203,1,1,0,4,3,0
0,61807,60,44,631598,340,1,2,0,0,1,0
0,60220,60,44,631598,340,1,2,0,0,1,0
0,65850,0,16,595152,316,0,6,75,1,0,1
0,64159,0,16,595152,316,0,6,75,1,0,1
0,45750,0,17,310125,170,0,1,100,1,4,1
0,44575,0,17,310125,170,0,1,100,1,4,1
1,88127,81,38,853361,294,5,6,100,0,0,1
1,85866,81,38,853361,294,5,6,100,0,0,1
1,59305,0,0,222842,264,3,13,100,4,0,0
1,57782,0,0,222842,264,3,13,100,4,0,0
0,35847,223,0,336659,223,13,12,25,1,0,0
0,34926,223,0,336659,223,13,12,25,1,0,0
0,50102,0,17,159648,180,1,6,0,3,3,0
0,48817,0,17,159648,180,1,6,0,3,3,0
0,57675,230,50,597466,368,20,8,100,3,0,0
0,56194,230,50,597466,368,20,8,100,3,0,0
0,96779,166,0,882694,344,15,9,100,4,0,1
0,94296,166,0,882694,344,15,9,100,4,0,1
1,35784,238,16,777475,181,14,6,50,1,1,0
1,34865,238,16,777475,181,14,6,50,1,1,0
0,35671,0,11,533681,214,1,5,75,0,3,1
0,34756,0,11,533681,214,1,5,75,0,3,1
0,88557,87,40,912423,357,4,12,25,3,0,0
0,86284,87,40,912423,357,4,12,25,3,0,0
1,119548,0,63,731117,858,1,1,100,0,3,1
1,116479,0,63,731117,858,1,1,100,0,3,1
0,133486,34,20,925878,565,4,4,0,3,0,0
0,130059,34,20,925878,565,4,4,0,3,0,0
1,69551,180,7,219246,303,19,6,75,1,0,0
1,67766,180,7,219246,303,19,6,75,1,0,0
1,121299,73,5,637083,589,4,6,0,2,0,0
1,118186,73,5,637083,589,4,6,0,2,0,0
0,26220,154,0,212291,291,15,12,25,3,1,1
0,25547,154,0,212291,291,15,12,25,3,1,1
1,75826,0,0,720380,393,23,14,100,0,1,1
1,73879,0,0,720380,393,23,14,100,0,1,1
0,142060,212,22,293389,296,19,5,25,1,0,0
0,138413,212,22,293389,296,19,5,25,1,0,0
1,125479,0,88,372141,408,1,8,0,1,1,1
1,122258,0,88,372141,408,1,8,0,1,1,1
0,91345,221,0,271473,576,16,9,0,1,1,0
0,89000,221,0,271473,576,16,9,0,1,1,0
0,77814,0,40,871511,356,1,1,0,1,1,1
0,75817,0,40,871511,356,1,1,0,1,1,1
0,106856,241,13,327658,753,5,6,50,0,1,1
0,104113,241,13,327658,753,5,6,50,0,1,1
0,144653,0,11,236155,594,0,6,50,3,1,0
0,140940,0,11,236155,594,0,6,50,3,1,0
0,35640,0,69,176869,221,1,2,100,4,0,0
0,34725,0,69,176869,221,1,2,100,4,0,0
1,38212,0,0,782494,164,5,10,25,1,0,1
1,37231,0,0,782494,164,5,10,25,1,0,1
0,146575,63,0,683897,550,4,14,25,1,0,0
0,142812,63,0,683897,550,4,14,25,1,0,0
1,32152,0,30,560523,729,1,1,50,1,4,0
1,31327,0,30,560523,729,1,1,50,1,4,0
1,83791,40,7,390412,271,3,5,0,1,1,0
1,81640,40,7,390412,271,3,5,0,1,1,0
0,114569,79,0,410088,806,4,9,0,0,0,0
0,111628,79,0,410088,806,4,9,0,0,0,0
0,38366,0,0,739422,239,0,13,25,1,3,1
0,37381,0,0,739422,239,0,13,25,1,3,1
1,46599,52,18,422188,207,5,4,100,1,4,1
1,45402,52,18,422188,207,5,4,100,1,4,1
0,156590,0,13,283989,676,1,6,50,0,4,1
0,152571,0,13,283989,676,1,6,50,0,4,1
1,83754,55,0,577779,737,4,11,100,0,1,1
1,81605,55,0,577779,737,4,11,100,0,1,1
1,83524,0,0,496405,329,0,13,25,1,4,1
1,81381,0,0,496405,329,0,13,25,1,4,1
1,36778,190,0,948699,132,25,14,0,1,0,1
1,35835,190,0,948699,132,25,14,0,1,0,1
0,122973,47,66,850682,498,4,2,25,0,4,0
0,119816,47,66,850682,498,4,2,25,0,4,0
1,28794,174,54,259100,366,18,2,50,1,1,0
1,28055,174,54,259100,366,18,2,50,1,1,0
0,35482,0,0,580450,178,1,9,100,4,3,0
0,34571,0,0,580450,178,1,9,100,4,3,0
0,74259,0,55,284313,398,0,1,75,1,0,0
0,72354,0,55,284313,398,0,1,75,1,0,0
1,22559,0,0,182601,154,0,12,25,4,4,0
1,21980,0,0,182601,154,0,12,25,4,4,0
0,70769,62,57,481505,298,5,2,25,3,0,1
0,68952,62,57,481505,298,5,2,25,3,0,1
1,156238,195,33,588856,804,22,1,25,1,3,1
1,152227,195,33,588856,804,22,1,25,1,3,1
0,58316,192,0,552744,373,13,12,0,1,0,0
0,56819,192,0,552744,373,13,12,0,1,0,0
1,108561,54,60,499481,856,5,1,0,0,3,1
1,105774,54,60,499481,856,5,1,0,0,3,1
0,137783,70,0,328171,610,5,13,25,1,1,0
0,134246,70,0,328171,610,5,13,25,1,1,0
0,47135,200,0,366027,240,3,13,25,1,0,0
0,45926,200,0,366027,240,3,13,25,1,0,0
0,108041,177,48,446254,706,16,1,0,1,1,0
0,105268,177,48,446254,706,16,1,0,1,1,0
0,100707,187,20,522520,324,16,4,0,0,1,0
0,98122,187,20,522520,324,16,4,0,0,1,0
1,22270,192,57,163635,227,29,1,100,2,4,0
1,21699,192,57,163635,227,29,1,100,2,4,0
0,34376,166,13,793189,147,11,4,25,1,3,1
0,33493,166,13,793189,147,11,4,25,1,3,1
0,148580,0,0,659294,719,1,12,25,4,0,0
0,144767,0,0,659294,719,1,12,25,4,0,0
1,130556,74,0,463685,597,4,11,0,0,0,0
1,127205,74,0,463685,597,4,11,0,0,0,0
0,93372,72,0,285899,316,3,14,100,4,1,1
0,90975,72,0,285899,316,3,14,100,4,1,1
0,31933,204,0,501335,163,15,14,50,4,0,0
0,31114,204,0,501335,163,15,14,50,4,0,0
1,22113,0,0,464008,477,0,15,0,2,3,0
1,21546,0,0,464008,477,0,15,0,2,3,0
1,25708,0,87,891862,232,1,1,50,4,3,0
1,25049,0,87,891862,232,1,1,50,4,3,0
1,42450,48,23,432668,133,5,4,0,1,3,0
1,41361,48,23,432668,133,5,4,0,1,3,0
0,96258,0,45,541470,268,0,1,0,0,1,1
0,93787,0,45,541470,268,0,1,0,0,1,1
0,69102,228,0,800111,368,27,14,50,0,2,1
0,67329,228,0,800111,368,27,14,50,0,2,1
1,100004,87,0,291560,341,0,4,75,4,4,0
1,97437,87,0,291560,341,0,4,75,4,4,0
1,62773,207,0,536515,313,20,12,100,1,1,0
1,61162,207,0,536515,313,20,12,100,1,1,0
1,111723,0,28,638971,820,1,2,25,0,0,1
1,108856,0,28,638971,820,1,2,25,0,0,1
0,159891,0,0,298775,586,1,8,25,1,4,0
0,155788,0,0,298775,586,1,8,25,1,4,0
1,108184,68,0,463851,648,3,15,0,1,3,1
1,105407,68,0,463851,648,3,15,0,1,3,1
0,74783,96,71,875007,399,5,2,75,2,1,1
0,72864,96,71,875007,399,5,2,75,2,1,1
0,26165,175,0,592400,234,17,15,0,3,1,0
0,25494,175,0,592400,234,17,15,0,3,1,0
1,148259,0,9,243976,798,17,2,50,1,3,1
1,144454,0,9,243976,798,17,2,50,1,3,1
0,46529,244,19,196132,167,27,5,0,0,4,0
0,45334,244,19,196132,167,27,5,0,0,4,0
0,44412,229,86,192079,160,10,2,0,4,0,1
0,43273,229,86,192079,160,10,2,0,4,0,1
1,147625,0,71,842021,498,1,1,25,0,1,1
1,143836,0,71,842021,498,1,1,25,0,1,1
0,62773,0,60,334448,298,1,1,100,1,4,1
0,61162,0,60,334448,298,1,1,100,1,4,1
0,85244,0,45,370351,804,0,9,100,4,0,0
0,83057,0,45,370351,804,0,9,100,4,0,0
0,94231,32,0,888208,321,5,10,0,1,3,1
0,91812,32,0,888208,321,5,10,0,1,3,1
1,70441,215,11,290817,303,27,5,25,0,3,0
1,68634,215,11,290817,303,27,5,25,0,3,0
1,94665,189,0,242424,349,14,13,0,4,0,0
1,92236,189,0,242424,349,14,13,0,4,0,0
0,37068,49,0,553676,409,3,12,0,1,0,1
0,36117,49,0,553676,409,3,12,0,1,0,1
1,38179,204,0,512565,216,15,2,50,4,0,0
1,37200,204,0,512565,216,15,2,50,4,0,0
0,139202,196,0,285218,767,19,11,0,4,0,0
0,135629,196,0,285218,767,19,11,0,4,0,0
1,125033,0,0,534167,566,1,13,0,1,3,0
1,121824,0,0,534167,566,1,13,0,1,3,0
1,155701,166,83,414860,471,12,2,75,1,0,1
1,151704,166,83,414860,471,12,2,75,1,0,1
1,46590,189,0,592980,242,20,12,0,4,1,1
1,45395,189,0,592980,242,20,12,0,4,1,1
1,58125,204,0,290207,259,28,14,0,4,0,0
1,56634,204,0,290207,259,28,14,0,4,0,0
1,77874,56,0,588662,359,3,8,0,0,4,1
1,75875,56,0,588662,359,3,8,0,0,4,1
1,42192,0,27,210313,372,1,1,50,1,0,0
1,41109,0,27,210313,372,1,1,50,1,0,0
1,131751,52,15,260992,811,0,5,100,1,0,0
1,128370,52,15,260992,811,0,5,100,1,0,0
0,70360,186,14,395041,832,15,6,100,3,1,0
0,68555,186,14,395041,832,15,6,100,3,1,0
0,59646,195,19,939756,269,15,4,100,1,1,1
0,58115,195,19,939756,269,15,4,100,1,1,1
1,136718,73,52,246886,204,4,1,0,4,1,1
1,133209,73,52,246886,204,4,1,0,4,1,1
1,41807,265,0,256457,130,24,13,0,1,1,0
1,40734,265,0,256457,130,24,13,0,1,1,0
0,65359,178,27,393265,354,26,2,100,0,1,0
0,63682,178,27,393265,354,26,2,100,0,1,0
1,54026,218,24,338357,257,16,5,0,1,0,0
1,52639,218,24,338357,257,16,5,0,1,0,0
0,129287,0,14,499120,710,1,5,0,3,0,1
0,125968,0,14,499120,710,1,5,0,3,0,1
0,119355,45,0,442241,782,4,8,100,1,2,1
0,116292,45,0,442241,782,4,8,100,1,2,1
0,141398,173,17,390528,412,20,6,25,4,1,0
0,137769,173,17,390528,412,20,6,25,4,1,0
1,93038,61,53,155728,328,5,2,75,3,1,0
1,90651,61,53,155728,328,5,2,75,3,1,0
0,24319,43,0,510990,161,3,9,100,0,0,0
0,23694,43,0,510990,161,3,9,100,0,0,0
0,60431,245,0,704069,362,19,15,100,3,1,1
0,58880,245,0,704069,362,19,15,100,3,1,1
0,79008,0,17,782097,373,0,5,100,1,0,1
0,76981,0,17,782097,373,0,5,100,1,0,1
1,105642,186,20,210835,723,24,6,0,0,3,1
1,102931,186,20,210835,723,24,6,0,0,3,1
1,79298,236,0,460967,344,24,9,100,4,0,0
1,77263,236,0,460967,344,24,9,100,4,0,0
1,127552,44,68,259653,416,3,12,0,1,0,0
1,124279,44,68,259653,416,3,12,0,1,0,0
1,140527,56,0,216355,720,3,10,100,1,0,0
1,136920,56,0,216355,720,3,10,100,1,0,0
0,67636,0,9,906955,394,1,6,75,4,4,1
0,65901,0,9,906955,394,1,6,75,4,4,1
1,44870,42,62,540706,223,3,1,0,3,1,0
1,43719,42,62,540706,223,3,1,0,3,1,0
0,31880,238,0,517024,228,15,1,0,0,1,0
0,31061,238,0,517024,228,15,1,0,0,1,0
1,55469,182,12,498988,390,1,4,100,4,1,0
1,54046,182,12,498988,390,1,4,100,4,1,0
1,23696,0,0,216707,233,0,15,25,0,3,0
1,23087,0,0,216707,233,0,15,25,0,3,0
1,97950,59,0,286611,270,3,9,100,1,1,0
1,95435,59,0,286611,270,3,9,100,1,1,0
1,89808,73,56,252850,251,3,2,0,0,4,0
1,87503,73,56,252850,251,3,2,0,0,4,0
0,32618,0,0,285832,225,1,8,0,1,0,0
0,31781,0,0,285832,225,1,8,0,1,0,0
1,38311,0,72,299572,209,0,1,100,1,4,1
1,37328,0,72,299572,209,0,1,100,1,4,1
1,82892,41,16,864549,372,3,5,75,4,4,1
1,80765,41,16,864549,372,3,5,75,4,4,1
0,83651,52,45,956121,398,4,1,0,1,2,1
0,81504,52,45,956121,398,4,1,0,1,2,1
1,38095,56,18,841409,157,4,5,100,1,4,1
1,37118,56,18,841409,157,4,5,100,1,4,1
0,53140,234,67,527114,384,11,1,0,3,0,0
0,51777,234,67,527114,384,11,1,0,3,0,0
1,36030,0,0,178079,163,1,12,0,1,0,1
1,35105,0,0,178079,163,1,12,0,1,0,1
0,60939,155,0,465458,364,15,11,50,4,0,0
0,59374,155,0,465458,364,15,11,50,4,0,0
0,139341,0,5,682320,335,0,4,50,4,0,1
0,135764,0,5,682320,335,0,4,50,4,0,1
1,104922,228,7,209016,545,20,6,25,2,1,1
1,102229,228,7,209016,545,20,6,25,2,1,1
1,157086,176,16,555050,601,27,6,50,1,1,0
1,153055,176,16,555050,601,27,6,50,1,1,0
0,141017,30,13,619840,583,3,6,100,4,0,1
0,137398,30,13,619840,583,3,6,100,4,0,1
0,25411,80,7,773558,158,4,5,0,4,4,0
0,24758,80,7,773558,158,4,5,0,4,4,0
1,148203,81,32,263346,815,5,8,0,4,0,1
1,144400,81,32,263346,815,5,8,0,4,0,1
1,80452,147,0,177358,345,16,13,0,4,0,1
1,78387,147,0,177358,345,16,13,0,4,0,1
1,106347,54,6,919670,664,4,6,0,1,0,1
1,103618,54,6,919670,664,4,6,0,1,0,1
1,37925,0,81,200845,145,1,2,0,4,1,1
1,36952,0,81,200845,145,1,2,0,4,1,1
0,84012,68,0,806357,776,5,9,25,3,3,1
0,81855,68,0,806357,776,5,9,25,3,3,1
1,37651,0,5,791418,176,3,4,100,0,0,1
1,36684,0,5,791418,176,3,4,100,0,0,1
0,148890,216,0,497293,557,15,13,0,1,3,0
0,145069,216,0,497293,557,15,13,0,1,3,0
1,109970,202,0,536874,717,10,11,0,0,1,0
1,107147,202,0,536874,717,10,11,0,0,1,0
0,41959,0,18,290721,220,1,4,0,1,3,1
0,40882,0,18,290721,220,1,4,0,1,3,1
1,117011,236,85,492957,875,28,2,100,0,3,0
1,114008,236,85,492957,875,28,2,100,0,3,0
0,50848,51,10,159793,385,5,4,50,1,1,0
0,49543,51,10,159793,385,5,4,50,1,1,0
1,37955,45,0,687743,145,4,14,25,3,0,1
1,36980,45,0,687743,145,4,14,25,3,0,1
0,140674,0,17,572148,805,0,1,50,1,1,1
0,137063,0,17,572148,805,0,1,50,1,1,1
0,61681,197,0,645244,371,14,12,100,1,0,1
0,60098,197,0,645244,371,14,12,100,1,0,1
0,38241,0,14,630865,171,0,6,0,3,3,1
0,37260,0,14,630865,171,0,6,0,3,3,1
0,34351,51,0,622770,213,4,4,0,1,0,1
0,33470,51,0,622770,213,4,4,0,1,0,1
1,126361,220,45,601673,494,0,2,100,1,4,0
1,123118,220,45,601673,494,0,2,100,1,4,0
0,47787,73,0,528502,212,5,15,100,1,3,0
0,46560,73,0,528502,212,5,15,100,1,3,0
0,26713,182,22,541226,160,13,6,0,4,0,0
0,26028,182,22,541226,160,13,6,0,4,0,0
0,33760,46,46,226495,159,5,2,0,0,1,1
0,32893,46,46,226495,159,5,2,0,0,1,1
1,20879,191,0,436832,200,16,15,0,1,1,0
1,20344,191,0,436832,200,16,15,0,1,1,0
1,54681,75,0,759757,343,5,9,0,2,0,1
1,53278,75,0,759757,343,5,9,0,2,0,1
1,71560,0,0,470936,261,0,8,50,1,3,0
1,69723,0,0,470936,261,0,8,50,1,3,0
0,136729,0,0,264132,688,0,10,100,3,3,0
0,133220,0,0,264132,688,0,10,100,3,3,0
1,94587,0,10,349495,398,1,5,100,0,1,1
1,92160,0,10,349495,398,1,5,100,0,1,1
0,40356,58,14,480073,178,4,2,100,2,1,1
0,39321,58,14,480073,178,4,2,100,2,1,1
0,36224,0,0,230050,213,0,12,0,4,0,0
0,35295,0,0,230050,213,0,12,0,4,0,0
0,98519,224,24,361893,266,23,4,100,4,0,0
0,95990,224,24,361893,266,23,4,100,4,0,0
0,22447,69,21,308266,178,3,5,50,1,0,1
0,21870,69,21,308266,178,3,5,50,1,0,1
1,53384,0,0,293472,335,1,14,100,0,3,0
1,52013,0,0,293472,335,1,14,100,0,3,0
1,148438,0,88,725734,641,0,1,0,0,3,0
1,144629,0,88,725734,641,0,1,0,0,3,0
0,126008,0,19,288725,862,0,2,25,4,3,1
0,122773,0,19,288725,862,0,2,25,4,3,1
1,127219,31,40,362455,429,3,1,0,4,0,1
1,123954,31,40,362455,429,3,1,0,4,0,1
0,136480,203,0,413070,532,15,15,100,4,0,0
0,132977,203,0,413070,532,15,15,100,4,0,0
1,112120,49,0,515082,838,3,2,50,1,4,0
1,109243,49,0,515082,838,3,2,50,1,4,0
1,81799,152,34,830114,356,15,1,25,4,0,1
1,79700,152,34,830114,356,15,1,25,4,0,1
1,49373,45,0,766856,230,5,9,100,1,3,1
1,48106,45,0,766856,230,5,9,100,1,3,1
1,39848,0,7,252544,170,0,5,0,1,1,1
1,38825,0,7,252544,170,0,5,0,1,1,1
1,126550,188,62,481128,844,19,2,100,2,0,1
1,123301,188,62,481128,844,19,2,100,2,0,1
0,30235,185,85,884457,827,12,2,0,4,1,1
0,29458,185,85,884457,827,12,2,0,4,1,1
0,157620,0,38,892266,612,3,2,0,1,3,0
0,153575,0,38,892266,612,3,2,0,1,3,0
1,43322,69,59,299796,194,5,2,0,3,3,0
1,42211,69,59,299796,194,5,2,0,3,3,0
1,127810,0,14,256305,634,3,4,50,0,3,1
1,124529,0,14,256305,634,3,4,50,0,3,1
0,107324,54,46,245380,818,3,1,75,3,0,1
0,104569,54,46,245380,818,3,1,75,3,0,1
1,76199,57,10,955084,374,3,6,100,1,3,1
1,74244,57,10,955084,374,3,6,100,1,3,1
0,34284,160,9,163967,318,17,5,100,4,4,1
0,33405,160,9,163967,318,17,5,100,4,4,1
1,67138,0,10,847822,337,0,5,25,0,3,0
1,65415,0,10,847822,337,0,5,25,0,3,0
1,31645,207,15,605757,168,10,1,0,1,0,1
1,30832,207,15,605757,168,10,1,0,1,0,1
1,134718,0,35,877533,716,0,2,100,1,4,1
1,131261,0,35,877533,716,0,2,100,1,4,1
0,28656,0,0,938723,173,0,13,100,1,0,1
0,27921,0,0,938723,173,0,13,100,1,0,1
0,38888,0,86,736774,162,0,1,25,4,3,1
